,Date,SBP Press Release
10,2022-06-03 00:00:00+00:00,"£2014,7921

Seite CUP ALL Ut

ear alas. 66 Sp 2 GAL © 15002 PE JE gsm MB AL obey LG 2014.7it Gua Wbhuind ut
whe kT. ARE BL cas Sues tial Sole 132. duteb Zina UP ALLe sineao, fee iL
Lig see IIIA ZOO At

AK 1422.0 5-6 sl bes) F226 3 4G Ysad32. 5S Gr35.2L Si by al35. 632-2 IL Ge tus»
46 L Yew ill. seid Sibude RA 8A pe a 190 NL set 10. AdbomL emia te iL use
Le ASB lds 1.6

Bene 25 Tr 14330.8 Ge M4332. 3ddTet 4338.70 Wh G13 Le B43, Buber tus fue 2014 2F1e Guz
(PD FSAL 2 sel SUA CL Bp WL i251 L 2014-15 L sb EE WG 0826 Slo
-L

Sire FL AB Se WY Bp UL Be 28, 2H BL PR FL sneuld. Det HL Eb A ele iL A
LF E Le peas 9 SACL OL IPL we iI ut

wreew
"
11,2006-05-08 00:00:00+00:00,"+2016 »sS! 10

sees ST oS NS 16.2 Ai UGiSIS pilieusly Ge sings Sle tg 2S £17 dls iglle

JS Sao! Gale 6258.06 Ure (2 9S) G AY 5) sie Sle ple S 01 7Uke lle 5 Uy gS NS SUSY phe Sle 5 9p
wi A: Dey ONS Gale 6507.02 Use Cre cout! GS Us AS Se Dil pes oh

3.1 Lge Able -S 62016 picks S ge coed IIS Oule 1559.75 culls GS 95 DH ES USS Ole ES ©2016 558)
AS 2 Lila Ay os Sead S 62016 si) Ble blak yy oly) ued .2 Ure Lbs -S 2015 2 siSlbs! aS ued
5) (Ghee 3) pha ay gS cya patie) le 8 asd 8 cy sled auld easily 5 pal Ile! Gye otatle ye Gaya
183.13 «15 Gale 173.38 NS Gale 183.19 «sllS Gale 358.38 «IS Gale 470.17 Gt ly ps Uhle ES Osis Ge
eb ody lly 2) es Se! Use £2015 gS) Sue 2S il sage GLSL NS Gale 35.35 sl eM Gale

-us NS Gale 31.56 5! ONS Gale 178.09 «IS Gale 197.96 «NS cule 188.98 «NS Cals 367.38 «NS cule 464.53
Goo pee SMS lls pI ps Sle Soo sl bole LES cb fal Gud fi pe ce gL Gg ES £2016 2 5S!
we gs pe ye NS Gale 112.71 2s she O} Use #2015 2S) Se ety ONS Gale 156.15 2 05h
"
12,2020-01-01 00:00:00+00:00,"2020 y223
Wh Wel LE LES RUE sibiee ue Sheet

su LL MUS UP AMAT eS L tir Leth L Ale Mute rb it
bs pL nre Sct P sshettbe BO Sea OF OUP Ce te Sai Longe o
Lue te we keedi tt Bue hI 2 LBD MSE Ibe Fat & ae
wut Getic LEE UW BW LS ApS Br FE Bi et GT Bee cut ee

AUS Beh cl FL Doty Bt pL GE Bind” lei H ICT

Moab ep iLuv Hee F FLL LCS POLL AS En S Be
Ei ture ei f bert bbe sie d Le sb Alb Lut beet
LAlsup tel OM al PA IO Swe tL SOM Lie Ge did Liebe pf
i Feisdyield curves edited 20 bel SIL Gee GL tek tho
ih bid LES ut Sa ts? Beco UI P12 1d I Ko Ma SL ia AL
SP wb LE Ga Sours Jeg Ute ee LF Oh ul fe CA pF
= telah Epub Ft ete Lb lee CF it
PIL tPF te rhs Addy oF Buble Fi pout InL tie & Li

LS RE ei tue ele Le isl Seon e Lie Bd Lye

Seok ok kek ak ok
"
13,2014-10-01 00:00:00+00:00,"October 1, 2014

“SBP issues guidelines on Value Chain financing to help
Banks increase agri-financing outreach”

State Bank of Pakistan has issued Guidelines on Value Chain Contract Farmer Financing to encourage
banks to extend credit to small and marginalized farmers by leveraging on the strengths of inter-
relationships that exist in the agriculture value chain. These guidelines will serve as a basis for banks to
develop mutually beneficial relationship between the banks, farmers and the value-chain agent.

Contract Farming assumes an extensive number of arrangements along the value chain linking small-
scale farmers to markets by either formal or informal contracts. Value Chain Contract Farmer Financing
schemes are broadly defined as binding arrangements between banks and agri. value chain actors
including producers, processors, aggregators, traders through which a farmer or group of farmers
ensures supply of agricultural products to individual firms. It replaces the traditional collateral
requirements with trade agreements by facilitating coordinated commercial relations between value
chain actors.

The introduction of value chain contract farmer financing scheme will enable farmers to avail financing
from banks backed by processor’s guarantee and in return buyers/processors may get assurance of
getting required quantity and quality of agricultural produce. The guidelines have introduced five
instruments including Trader Credit, Input Supplier Credit, Marketing Company Credit, Lead Firm Credit
and Arthi or Intermediary, besides identifying roles & responsibilities of stakeholders, financing
mechanism, eligibility criteria, types of financing, loan limits, security & collateral, insurance and loan
monitoring mechanism.

It is expected that the guideline would benefit farmers in terms of enhanced productivity in variety of
ways such as availing quality input facilities, adopting new technologies, insurance coverage for
crop/non-crop activities and most importantly assurance of buyer in advance. The processors, traders,
exporters and Artis gains ensured supply of desired quantity of quality produce and bankers are at ease
with assured loan settlement by the VC agents.

Small farmers with up to 5 acre land holding constitute 65% or 5.4 million as against 8.3 million farm
households in the country. Therefore, SBP, in line with government’s efforts to promote access to
finance to small farmers, is working on a number of initiatives that include credit guarantee scheme for
small & marginalized farmers, crop & livestock insurance and warehouse receipt financing.

These guidelines are headway into SBP’s consistent efforts to improve small farmers’ access to finance
to achieve the broader goal of financial inclusion. SBP has advised banks to use the guidelines for
developing their own products for providing credit to contract farmers particularly to those who lack
collateral to offer to the bank. Successful adoption of the guidelines will improve depth and spectrum of
agri-financing to escalate rural household incomes and economic growth of the country. The Circular No.
for these guidelines is AC&MFD Circular No.5 of 2014 dated September 30, 2014. The Guideline and
Circular may be accessed from SBP website

XXXXXXXXX
"
14,2017-01-08 00:00:00+00:00,"£2017 18

Greve sel SLM Fb Sb Sid ST bi Get

20170 Ledisi IL bs AL Kha Seep Tel EG eH
SIP AIL Bedi LES Ah Sb ULE ST BBY WU Gut

we FUP PET

Tier UG esi 3Li(China Central Huijime? bx UA Ub AC hel Lee F SRE TG
Sitti ASF 2 Bind ui ght he WL UIE A ILL a
Chueh lf 19 atelier S0L AK STS tee HUE
~-Ur

Wer LetuitG- ce Br liste turl<. Bly otsirL ahr tur West
SIL 0 LK CF Wet Lelie wat VL by LL nb ay bid De
ct Lb

Soe Pe (LOGS EM KIL 5L He Gee Mose FW sTG
elit Miele sts! brid Lb NyfetuASLiG

oie he he 2Ie 2Is 2Ie 2s oe 2 as 2 oe
"
15,2015-01-21 00:00:00+00:00," 

External Relations Department

 

 

January 21, 2015

Agricultural credit disbursement surges to Rs 219.5 billion in first half of FY15

During the first half of current fiscal year (Jul-Dec 2014) the banks have disbursed agricultural credit
of Rs 219.5 billion which is 44% of the overall annual target of Rs 500 billion and 38% higher than
disbursement of Rs 159.4 billion made during the corresponding period last year. The outstanding
portfolio of agricultural loans has increased by Rs 34.7 billion from Rs 276.7 billion to Rs 311.4
billion at end December 2014, as compared to same period last year.

Amongst the major banks, MCB Bank has achieved 64.3% of its annual target, UBL achieved 55.2%,
HBL 51%, ABL 37.6% while NBP could achieve only 34.6% of its individual annual target. Under the
specialized banks category, ZTBL disbursed Rs 27.8 billion or 30.9 % against its target of Rs 90.0
billion while PPCBL disbursed Rs 4.2 billion i.e. 36.6 % against its target of Rs 11.5 billion during the
period under review.

Within fifteen domestic private banks, Bank of Khyber has achieved 72.4%, Faysal Bank achieved
57.3%, Bank Alfalah 51%, Summit Bank 44.8%, NIB Bank 42.7%, Bank AL Habib 38%, Silkbank 36.7
%, Soneri Bank 33.4%, Askari Bank 30%, Bank of Punjab 29.5% while Sindh Bank could achieve only
27.9% of their annual targets during Jul-Dec 2014, however Standard Chartered Bank has disbursed
Rs 3.7 billion against its annual target of Rs 2.5 billion for 2014-15.

Under microfinance category, seven microfinance banks as a group has disbursed Rs 13.8 billion
against their annual target of Rs 28.2 billion while under Islamic mode of financing, four Islamic
banks collectively disbursed Rs 0.9 billion against their targets of Rs 2.3 billion to agricultural
borrowers.

2K

Page 1
"
16,2015-01-01 00:00:00+00:00,"£2015 f 128 RIL
L St CEILI KS IFW eltoiss24 Li bus 7 IS WGI

LEDER S Fete inure SISAL MIO LE G7 SLB PoeiE Mc rs
SiS Ube th shat BRUNT tle Ob Cle Deer ua SFE beep FshG
IWC WL ALES Eite bole L ex, Paiute Sid £ Lodi fur}

FCS he PL IG Sts tbybbeMe Wwe hL ol ei SY EMA UU BEI
Wlag Sree ibrar ge tee leat GAS StL Mb ee nt ES nz si SCE SMey
(yeilds UF Woe eb Wei Le shy Bieri bl Lt Hebe Lb SEI
2.3L (value chains) bs Kets bly GUL be Aye JIL GI teu gat
te Pee JE bi elute th be bt

did Le sbsjf Ce bud wpe buck See SIL wpe ABH bas iez pbb,
2c AWINMALLE Sy FE wi VES bn Ou S SWE nee fowiidnd ple bSG
LUE BL, Pr hreereledtKeuty4 feud (Wy be XS busi Udtle Carts
ur ASUe the LL ele Grsirie iL phe SOLE Mei Unt thr Le at
2 ba th Si RL he ah net CoS

ie SUL Getbid LE wit EY SelLe IS Wir BU KIL Bt edit
Serta do Cedted bb KW Lip Ake ve ie Serb OO
SP tosh tal Ae al BL GE phiwL cpl Se Wei Rte TALE Led Wel Lael
SS Yok 6K Gt LE Srl hile PSL bY 2 Aiwa 2 Cinnovative)
we heidi aber Siege etd Yay Li Protrc WG Bt ol Sl AL ove
LIA ree WIL EL Geo turd psy tS Piete® Beet tev Btitrds teed
Ur OL L bi QSur Sie ORS sO 6LL EES Set att eh, SG bi

~olk»

CSI Ith BL enpatree SLi beL mb Sere cL se LE ey
Pb Lb tee UP Rev Li Sethe eeu ASE Sie jhenaisd enh > Kerit Gus
SP Lute Jute Sit be Se Surge tl Sig (ofland titles GPL tid L wl yr}

-Ebler Url ite St be by Swit ie be aed
"
17,2008-11-20 00:00:00+00:00,"November 20, 2008

Agricultural credit disbursement soars over 16%
to Rs 57.60 Bin in first four months of FYO9

Disbursement of credit to the agriculture sector by commercial and
specialized banks has increased 16.20 percent year-on-year to Rs 57.60 billion
during the first four months (July-October) of the current fiscal year (2008-09).

Agricultural credit disbursement, in absolute terms, rose by Rs 8.031
billion in July-October, 2008 period when compared with disbursement of Rs
49.569 billion during the same period of the last fiscal year (2007-08). Overall
credit disbursement by five major commercial banks including Allied Bank
Limited (ABL), Habib Bank Limited (HBL), MCB Bank Limited, National Bank of
Pakistan (NBP) and United Bank Limited (UBL) stood at Rs 31.455 billion during
July- October, 2008 period, compared with Rs 26.838 billion during the same
period of the last fiscal year, depicting an increase of Rs 4.617 billion or 17.20
per cent.

Zarai Taraqiati Bank Limited (ZTBL), the largest specialized bank, has
disbursed Rs 12.089 billion in July-October, 2008 period, compared with Rs
10.008 billion during the same period of the last fiscal year, while
disbursement by Punjab Provincial Co-operative Bank Limited (PPCBL) stood at
Rs 882.732 million in July-October, 2008 period, compared with Rs 1.318 billion
during same period last fiscal year. Besides, 14 domestic private banks (DPBs)
also loaned a combined Rs 13.173 billion in July-October, 2008 period, up
15.50 percent when compared with Rs 11.405 billion disbursed in July-October,
2007 period.

It may be recalled that the State Bank of Pakistan has set an indicative
credit disbursement target of Rs 250 billion for the agriculture sector for the
current 2008-09 fiscal year (FY09) which is higher by Rs 50 billion or 25% than
last fiscal year’s target of Rs 200 billion and Rs 38 billion or 18% higher than the
actual disbursement of Rs 212 billion in FY08.

28 ok AK oe OK 6 OK OK OR KK KK KK
"
18,2019-06-20 00:00:00+00:00,"£2016.7131
Geral L td (ue Hab

AFA BET NSE Ss 1 CPS SNL BAG GFL 18 2 Se 19620 Te L yt or
SE Supe tL tee Seiubi AS abrg tg Saetre ZL otis 201 6
"
19,2001-02-01 00:00:00+00:00," 

External Relations Department

 

ERD/M&PRD/PR/01/2017-40 April 14, 2017

SBP inks agreement on Banking and Payment Arrangement
with Bank Markazi Jomhouri Islami Iran

An agreement on Banking and Payment Arrangement (BPA) has been signed between State
Bank of Pakistan (SBP) and Bank Markazi Jomhouri Islami Iran (BMJII) in Tehran. Mr. Riaz
Riazuddin, Deputy Governor, SBP and Mr. Ghulamali Kamyab, Vice Governor, BMJII have
signed the agreement on behalf of their respective central banks.

The objective of this BPA is to provide a trade settlement mechanism to promote trade
between Pakistan and Iran. This mechanism will be used for the payment of trade conducted
via letter of credit (L/Cs) and in accordance with international laws and regulations.

In the next step, both the central banks will invite banks in their respective jurisdiction to act
as Authorized Banks for undertaking trade transactions under this BPA. Details of the
mechanism will be issued by SBP in due course.

State Bank of Pakistan expects that this agreement will help in strengthening the trade links
between the two countries.
KK KKK

Page 1
"
20,2011-08-15 00:00:00+00:00,"August 15, 2011

State Bank asks banks to ensure continuous
ATMs service during Ramazan and Eid holidays

The State Bank of Pakistan (SBP) has advised all banks to meticulously comply with its
guidelines and instructions regarding management of Automated Teller Machines (ATMs)
operations in order to ensure continuous availability of ATM service during the Holy Month of
Ramazan and Eid-ul Fitr holidays.

Heavy penalties under the relevant laws would be imposed on those banks, which fail to
comply with the guidelines and instructions regarding management of ATM operations and
monitoring of ATM cash/downtime during Ramazan and Eid holidays issued by the State Bank
from time to time.

SBP has also decided to depute special inspection teams to carry out surprise
inspections of ATMs installed at various cities/towns throughout the country to ascertain the
compliance level of its instructions and guidelines by banks, says PSD Circular Letter No. 03 of
August 15, 2011.

According to the SBP Guidelines/Instructions, banks are required to take all steps to
ensure continued availability of ATM services. They are also bound to ensure that ATMs shall be
continuously replenished on regular intervals during Eid holidays.

Banks had already been advised by SBP to make adequate back-up arrangements to
ensure availability of ATM service round the clock and put in place comprehensive operating
procedures to timely resolve the cases of out of cash, breakdown of ATMs, Systems and
Network.

SBP had also asked the banks to deploy appropriate staff to address problems that may
cause ATM malfunctioning or cash outage incidents, besides introducing a 24/7 helpline to
resolve the day-to-day operational issues at ATMs. The helpline should also be accessible
through special phone terminals placed inside all ATM booths/cabins. Banks are required to
ensure that these phones are in working order. The helpline numbers should also be widely
publicized for the customers’ awareness so that they may inquire or timely register their
complaints as per their convenience.

Complaints regarding non-functioning of ATMs may be lodged with Consumer
Protection Department, State Bank of Pakistan, Karachi at its email: cpd.helpdesk@sbp.org.pk

or fax no.92-21-99218160.
KKK */
"
