,Date,SBP Press Release
152,2008-08-16 00:00:00+00:00,"August 16, 2008

State Bank committed to protect
interest of banks’ customers

The Governor, State Bank of Pakistan, Dr Shamshad Akhtar has once again reminded
all commercial banks to adopt fair practices and to make complete disclosure of the
lending and deposit rates of all consumer products offered by them and to clarify the
pricing structure of the loan in the their respective loan agreements with their
customers.

It may be pointed out that the existing instructions of the State Bank require
banks to get the schedule of charges printed and make the same available to their
customers at all branches at least seven days before the commencement of the half
year. The banks are also required to make available their schedule of charges on
their websites. Similarly, locker-holder issue has also been taken care of by
prescribing the insurance ceiling as per the size of the locker. Only recently, the SBP
advised all banks to pay a minimum of 5% profit to all depositors regardless of their
account balances.

All these instructions and other measures taken by the State Bank from time
to time are manifestation of SBP’s resolve to protect the interest of banks’
customers. The State Bank has also taken a number of steps to ensure that
consumers have access to accurate information, fair credit billing and reporting, fair
debt collection practices etc. Most of these issues will be further addressed as SBP is
processing “Consumer Protection Act” and issuance of “Fair Debt Collection
Guidelines” in the near future; former would need to be considered by the
Government / legislature.

Complaints by certain quarters that banks charge very high mark-up rates on
credit cards products need to be seen in the proper context. Credit Cards are not a
debt instrument and the banks allow Credit facility free of mark-up/interest to their
Card holders for the period around 30 to 45 days or as specified in their terms and
conditions accepted by card holders. The card holders may make purchases and can
make payments within the stipulated period without any financial charges. One of
the features of Credit Card is withdrawal of cash. Any liberty available to the card
holder to pay the amount in toto without any mark-up or extra charges is not meant
for cash withdrawals. Further, the high mark-up rate on credit cards can be
attributed to high cost associated with their marketing, recovery, administration and
fund utilization. The same scenario exists internationally.

In addition to establishment of the Office of the Banking Mohtasib, the SBP
has established a full-fledged Consumer Protection Department to effectively resolve
consumer’s complaints against banks. The State Bank has already addressed the
issue of early disposal of the complaints by directing the banks/DFls to provide
redressal within a period of 10 working days. However, in any case, the final reply
may be sent within a period not exceeding 45 working days, barring cases where
reasonable grounds exist on record for not complying within the prescribed time
period.
"
153,2008-02-09 00:00:00+00:00,"February 9, 2008

Monetary tightening to contain
macro economic imbalances: Dr Akhtar

 

Dr Shamshad Akhtar, Governor, State Bank of Pakistan said today that
recent monetary tightening by the State Bank was carried out to contain macro
economic imbalances which are creating inflationary pressures in the economy.

She was addressing businessmen and industrialists on State Bank’s
Monetary Policy at the Federation of Pakistan Chambers of Commerce and
Industry (FPCCI) in Karachi. The meeting was a part of SBP’s efforts to apprise
the business community of different aspects of the Monetary Policy.

It may be mentioned here that the State Bank released its Monetary Policy
Statement on January 31, 2008 in which the SBP raised its discount rate by 50
basis points to 10.5%.

“Monetary tightening is a prerequisite to contain macro economic
imbalances,” Dr Akhtar said and added that the State Bank does not want to stifle
growth. “We want to ensure adequate macro economic stability which is a
prerequisite to attract investment,” she emphasized. Dr Akhtar explained that
rising fiscal and current account deficits along with excessive Government
borrowing from the State Bank prompted the central bank to raise its key policy
rate.

Dr Akhtar asserted that Monetary Policy is very much relevant in the
context of Pakistani economy, as it has helped to contain ‘inflation levels’ in the
country. She said that with the help of tight monetary policy adopted since April 2005,
Pakistan managed to reduce inflation rate quite significantly over 2006 and up to May
2007. Headline inflation measured by Consumer Price Index (CPI) declined from 11.1%
in April 2005 to 7.4% by May 2007 (even though inflation rate of 7.8% for FY07 was
higher than original target of 6.5%). She said that monetary policy has more distinct
impact on reducing core inflation defined to include non-food and non-energy items that
have 51% weight in the CPI. It is notable that Pakistan was able to bring down the core
inflation to 5.2% by May 2007 from local peak of 8.3% in October 2005. “If we had
not tightened the monetary policy, inflation would have been in double digit or
significantly higher than 10%,” she added.

She said that while the demand side factors are playing the major role in
aggravating macroeconomic imbalances and overall inflation, one of the reasons
behind rising food inflation is supply-side constraints and added that these
constraints are generated because of the behavior of industry, wholesalers and
retailers that are creating artificial shortages.

Dr Akhtar said Government’s reliance on State Bank for budgetary support
is also fueling inflation and added that the Government has borrowed Rs 334
billion from the central bank upto 7 February in FY08. She said although the
Government has assured the State Bank that it will retire this borrowing, further
"
154,2008-07-09 00:00:00+00:00,"8"" July, 2008

Recent Slide in the Rupee’s External Value

Governor SBP has indicated that SBP is continuing to support the rupee to ensure
exchange rate stability. | As astep in this direction, SBP had tightened monetary policy
on 22 May 2008 and this was packaged with the imposition of 35% L/C margin on nonoil
and nonfood imports. These measures helped infuse a degree of exchange rate
stability. In the last few weeks of FY08 exchange rate stabilized to an average of
Rs.67.50.

Industry however appealed for withdrawal of the L/C margins to allow for import of raw
material and intermediate goods for a number of industries. SBP had requested the
Industry and Commerce Chambers that the withdrawal of L/Cs was_ being
accommodated on the basis of understanding that industry would import the most vital
and essential imports for their industry and will refrain from forward booking of
imports. However, in the last few days the level of forward booking for imports has
been high while the export proceeds have been delayed. The posture of market
participants is causing complications in the smooth functioning of foreign exchange
market. In general, the import demand and other requirements have resulted in
significant outflow of foreign exchange from the market, while inflows & supply of foreign
exchange remained low.

Exchange rate is mainly determined by market forces of demand & supply without any
specific target level of the exchange rate; however, SBP does and has intervened in the
foreign exchange market to reduce excess volatility, prevent the emergence of
destabilizing speculative activities and develop an orderly foreign exchange market.

Demand for the dollar has increased mainly due to the tremendous increase in imports.
January-May 2008 saw imports increase by 51% over the corresponding period last year.
On the supply side of foreign exchange market, Pakistan received less inflows than
expected. Between January and May 2008, exports rose by only 22% while foreign
direct investment and portfolio investment also fell compared to the same period in 2007.

In May 08, speculative activities came to a head, leading to a quick decline in the value
of the rupee. The SBP took a number of interim monetary policy measures in response,
including the imposition of higher interest rates, stricter LC margins, increased reserve
requirements, and enhanced regulation of foreign exchange companies, which stabilized
the exchange rate to an extent, with the rupee witnessing some appreciation.

However, on account of the 1) continued political uncertainty, 2) shortfall in the foreign
exchange receipts in the last quarter of FY08 and the 3) exemption of several items from
L/C cash margin requirement; pressure on the exchange rate has re-emerged in the first
week of July. In the first eight days of the current fiscal year PKR has depreciated by
6.6%. Consequently, in order to arrest this recent fall in the value of the rupee, which is
largely a reflection of market sentiments, SBP has taken the following measures with
immediate impact: 1) Forward booking against all types of imports have been suspended
temporarily 2) Advance payments against import Letter of credit has been reduced from
"
155,2008-10-26 00:00:00+00:00,"October 26, 2008

STATE BANK SETS UP CUSTOMER FACILITATION CENTRES

The Governor, State Bank of Pakistan, Dr Snamshad Akhtar today announced the
establishment of Customer Facilitation Centres at SBP Head Office in Karachi and all the
sixteen field offices of SBP Banking Services Corporation with effect from 27"" October
2008.

These centres have been established with a view to facilitate and provide timely
assistance/ clarification to the customers of the banks/DFls and also to help in
addressing the public queries and complaints in an effective and efficient manner.

The customers of the banks/DFls may approach the Customer Facilitation Centres
from 09:00 am to 08:00 pm on all working days. The contact detail of the Customer
Facilitation Centre established at the Consumer Protection Department of the State
Bank of Pakistan is given below:

Mr. Mohsin Rasheed

Senior Joint Director

Consumer Protection Department
State Bank of Pakistan

5"" floor, SBP Main Building

|.1. Chundrigar Road,

Karachi.

Phone No. 021-9212432

Fax No. 021-9212506

Email: mohsin.rasheed@sbp.org.pk

Further telephone lines are being set up to allow customers to call the Consumer
Protection Department, the details of which will be disseminated to the public shortly.

SBP Banking Services Corporation’s field offices are also being advised to position
themselves to receive complaints and address grievances of the complainants.

The banks have also been advised to disseminate the above contact details to
their customers for their information.

These Centres will be in addition to existing electronic helpdesk of SBP
(http://www.sbp.org.pk/cpd/complaints.asp) where public complaints are already being
dealt with.

OK BK RK KK RK
"
156,2008-12-13 00:00:00+00:00,"December 13, 2008

Remittances rise almost 15% to $2.967 Blin
during first five months of FYO9

Remittances sent home by overseas Pakistanis continued to show a rising trend as an
amount of $2,966.51 million was received in the first five months (July-November, 2008) of the
current fiscal year 2008-09, showing an increase of $ 379.44 million or 14.67 percent over the
same period of the last fiscal year. The amount of $2,966.51 million includes $0.32 million
received through encashment and profit earned on Foreign Exchange Bearer Certificates
(FEBCs) and Foreign Currency Bearer Certificates (FCBCs).

In November 2008, an amount of $620.52 million was sent home by overseas Pakistanis
which is the second-highest amount received in the current fiscal year. In July 2008, an amount
of $627.21 million was received as workers’ remittances.

The inflow of remittances in the July-November, 2008 period from USA, Saudi Arabia,
UAE, GCC countries (including Bahrain, Kuwait, Qatar and Oman), UK and EU countries
amounted to $767.12 million, $600.25 million, $534.25 million, $496.21 million, $188.95 million
and $81.02 million respectively as compared to $733.76 million, $481.81 million, $423.00
million, $380.00 million, $197.41 million and $76.09 million respectively in the July-November,
2007 period. Remittances received from Norway, Switzerland, Australia, Canada, Japan and
other countries during the first five months of the current fiscal year 2008-09 amounted to
$298.39 million as against $294.03 million in the same period last year.

The monthly average remittances for the period July-November, 2008 comes out to
$593.30 million as compared to $517.41 million during the same corresponding period of the
last fiscal year, registering an increase of 14.67 percent.

During last month i.e. November 2008 remittances from UAE, USA, Saudi Arabia, GCC
countries (including Bahrain, Kuwait, Qatar and Oman), UK and EU countries amounted to
$146.16 million, $140.19 million, $105.45 million, $100.74 million, $39.18 million and $15.87
million respectively during November, 2008 as compared to $88.18 million, $142.95 million,
$90.90 million, $77.86 million, $32.91 million and $15.41 million in November 2007.
Remittances received from Norway, Switzerland, Australia, Canada, Japan and other countries
during November, 2008 amounted to $72.77 million.

2 a 2 2k 2
"
157,2008-11-20 00:00:00+00:00,"November 20, 2008

SBP BSC Begins Distribution of Re 1 & Rs 2 Aluminum Coins

All offices of SBP Banking Services Corporation (SBPBSC) have started issuing Re 1
and Rs 2 Aluminum coins from today. These coins have different metal composition, colour
and weight. However, their design and diameter are the same as those of the existing coins
which were introduced from September 08, 1998.

The Federal Cabinet had already approved the denomination, dimension, design and
composition of Aluminum coins of Re 1 and Rs 2 and the Federal Government has notified
their issuance by the field offices of SBP BSC from November 20, 2008.

The Re 1 Aluminum coin is in white colour with a diameter of 20 mm and net weight
of 1.75 grams whereas the Rs 2 coin also has the same metal composition and colour with a
diameter of 22.5 mm and net weight of 2.6 grams.

The existing coins of Re 1 and Rs 2 will also continue to remain in circulation as legal
tender.

2 OR 2 eK oR OK OK OOK
"
158,2008-01-11 00:00:00+00:00,"January 10, 2008

State Bank develops Financing Scheme
for Small Farmers

The State Bank of Pakistan has developed a Financing Scheme on group-based
methodology for small farmers involved in crop and non-crop activities in order to
improve the access to finance to such farmers who are unable to meet adequate collaterals
requirements of commercial banks.

Under the scheme, banks shall provide loans to the members of small farmers’
group for crop and non-crop activities, based on their cash flow under joint cross
guarantee of group members. The scheme covers all areas of the group-based financing
methodology including group formation, roles & responsibilities of members, bank &
group coordinator, size and tenure of loans, documentation and other related matters.
However, financing to small farmers under the scheme shall be subject to compliance
with SBP regulations on agriculture financing.

It may be pointed out that under group-based lending programs; loans are given to
individuals through a peer group. In this case, group members guarantee repayment, of
each other’s loans and collateral is generally not used but peer pressure and collective
responsibilities generated by the group take their place.

Financing under the scheme will not exceed Rs200,000/- per borrower, which is
within the clean lending limits of Prudential Regulations for Agriculture Financing.
However, the exact amount of loan will be determined by the bank based on genuine
requirements and cash flow of the applicant. Maximum period of loan should be fixed as
per Prudential Regulations, repayment schedule may be set as per production cycle of the
crop/non-crop activities being financed or revolving credit facility for three years subject
to mandatory clean up of entire liabilities (both principal and mark up) once in a year or
cash flow of the borrower in case of non-crop activities. Banks are advised that they
should have detailed understanding and information about the borrower’s business and
his/her assets as well as his/her capacity to effectively use and repay the loan.

Moreover, under the scheme the loan can be extended for working capital
requirement of the farming community both for crop as well as non- crop activities.
Banks can also provide term loan facility to small farmers for making different types of
improvements in the land, construction of sheds/ ponds, development of orchards/
nurseries, purchase of livestock, farm implements, machinery, tube wells, generators etc.
"
159,2008-07-01 00:00:00+00:00,"July 1, 2008

Prime Minister Inaugurates

 

Real Time Gross Settlement System at SBP

 

Prime Minister Syed Yousuf Raza Gilani today inaugurated the Real Time Gross
Settlement System (RTGS) that would enable banks to settle their large value payments in real
time using a computerized network.

The inauguration ceremony which was held at the State Bank of Pakistan, Karachi was
attended, among others, by Sindh Governor, Dr Ishratul Ibad, Sindh Chief Minister, Syed Qaim
Ali Shah, Federal Finance Minister, Syed Naveed Qamar, Federal Minister for Labour,
Manpower and Overseas Pakistanis, Syed Khursheed Ahmed Shah, Special Assistant to Prime
Minister on Finance, Revenue and Economic Affairs, Ms. Hina Rabbani Khar and Special
Assistant to Prime Minister, Ms. Shahnaz Wazir Ali.

Speaking on the occasion, Dr Shamshad Akhtar, Governor State Bank of Pakistan,
informed the Prime Minister about the functionalities being offered by the new system and its
positive impact on the banking industry. She mentioned that the RTGS will facilitate the instant
transfer of high value funds via electronic means and pointed out that the RTGS project is a
complex undertaking and a lot of work has been done to make its implementation a reality. By
launching the RTGS system, Pakistan became one of those countries who had such advanced
payment systems, she added.

Dr Akhtar said that Centralized Multilateral Net Settlement in RTGS will enable banks to
efficiently use their liquidity, which previously they had to maintain in different current
accounts with the SBP BSC offices for retail clearing. She said the corporate customers of the
banks will also be able to use RTGS for their time-critical payments and added that RTGS
Implementation provides the capability of connecting with various other regional /
international payment systems for foreign exchange, government bonds, and private equity
settlements.

SBP officials demonstrated and explained the process of funds transfer via RTGS to the
Prime Minister, who completed one such transaction to inaugurate the system. Initially 39
commercial banks and Development Finance Institutions (DFls) would be the direct members of
the system.

Mr. Gilani also visited the State Bank Treasury where he was briefed by the Governor
and the Executive Director, Mr. Asad Qureshi about the treasury operations of the Bank.

The Prime Minister also inaugurated an exhibition titled ‘Celebrating the Past’ at the SBP
premises, which was held to commemorate the 60th Anniversary of the Bank. The Prime
Minister took keen interest in different vintage coins, historical artifacts and documents
displayed at the exhibition.

oR OK ok ok oR OR KOR KOK EK
"
160,2008-07-17 00:00:00+00:00,"17° july, 2008

Banks, Insurance Firms to Launch
Crop Loan Insurance Scheme from Rabi Season

A meeting of the State Bank of Pakistan’s Task Force on Crop Loan Insurance
Framework today agreed to launch crop loan insurance scheme for farmers throughout the
country from coming Rabi crop season.

The Task Force meeting, chaired by Dr Shamshad Akhtar, Governor State Bank of
Pakistan, held at SBP, Karachi was apprised that the insurance companies and banks have
shown their willingness to start the scheme.

The Task Force constituted by the Governor SBP last year under the Chairmanship of,
President Habib Bank Ltd., was assigned to develop a commercially viable and sustainable
Crop Loan Insurance Scheme with the help of all stakeholders to mitigate the risk of losses
occurring to agricultural borrowers due to natural calamities and risks of defaults to banks by
such borrowers.

Dr Akhtar said that since major commercial banks and insurance companies have
developed their crop insurance programs/products based on the framework developed by
SBP Task Force and some of these have already come to the market, therefore, the objective
of the Task Force to develop a commercially viable and sustainable Crop Loan Insurance
Scheme (CLIS) that can be adopted by the market players has been accomplished.

“It is hoped that the scheme will not only facilitate the banks in expanding their
outreach of agricultural credit but will also reduce burden on the national exchequer,” Dr
Akhtar added.

During the meeting, the Chairman of Task Force, President HBL Mr. Zakir Mahmood,
explained that development of a market-based system was a challenge particularly in the
backdrop of many unsuccessful moves made in the past two decades. Therefore, the Task
Force adopted a strategy to review the lessons of international best practices, he said and
added many data series were compiled by SBP on calamities announcements, crop wise, &
district wise loan disbursements, size of production loans, data on write-offs & NPLs and
other seasonal analysis. The insurance companies also shared the database with the
reinsurers abroad and after detailed deliberations a workable, viable and market-based
framework has been formulated.

He pointed out that the proposed framework is based on common denominators
acceptable to leading insurance companies and banks. The scheme would provide cover to
the borrowers against their losses due to natural calamities up to the amount of outstanding
loan and mark up thereon. The insurance companies will charge a maximum of 2% premium
for all major field crops and the risk is covered against excessive rains, hail, frost, flood,
drought, and crop related diseases like viral and bacterial attacks or damage by locusts. The
scheme will be mandatory for the borrowers of the banks.

The representatives of the insurance companies said that after successful
implementation, the insurance cover will also be extended to the non-borrowing farmers.
Governor SBP, while thanking the private insurance companies, appreciated the role of the
"
161,2008-10-11 00:00:00+00:00,"October 11, 2008

INTEREST FREE LOANS OF Rs. 179.995 MLN TO DESERVING STUDENTS

 

The Apex Committee administering the Students Loan Scheme (SLS) at its meeting held in
Karachi under the chairmanship of Mr. Mansur-ur-Rehman Khan, Deputy Governor, State Bank
of Pakistan has approved Rs. 179.995 million of interest free loans for 1713 deserving students.
These students have been pursuing their studies in different scientific, technical and professional
disciplines leading to Graduation, Masters and PhD within Pakistan during 2007-2008 session.

Students Loan Scheme was launched by the Government of Pakistan in collaboration with major
commercial banks (NBP, HBL, UBL, MCB Bank and ABL) in 2001-2002. Under the Scheme,
financial assistance is provided by way of Interest Free Loans to the meritorious students who
have financial constraints for pursuing their studies in scientific, technical and professional
education within Pakistan.

The names of successful students are available at the National Bank of Pakistan’s website:

http://www.nbp.com.pk/StudentLoan/index.htm
Rok 2K ok ok oe ok

 
"
162,2008-10-14 00:00:00+00:00,"October 14, 2008

Remittances soar over 25% to $1.88 Bln
during first quarter of FYO9

Remittances sent home by overseas Pakistanis continued to show a rising trend
as an amount of $1,879.86 million was received in the first quarter (July-September,
2008) of the current fiscal year 2008-09, showing an increase of $378.61million or
25.22 percent over the same period of the last fiscal year. The amount of $1,879.86
million includes $0.11 million received through encashment and profit earned on
Foreign Exchange Bearer Certificates (FEBCs) and Foreign Currency Bearer
Certificates (FCBCs).

During last month (September, 2008), Pakistani workers remitted a record
amount of $660.35 million, up $144.3 million or 27.96% when compared with an
amount of $516.05 million sent home in September, 2007.

The previous highest amount remitted in a single month by Pakistani workers was
recorded in July, 2008, when an amount of $627.21 million was received in the country.

The inflow of remittances in the July-September, 2008 period from USA, Saudi
Arabia, GCC countries (including Bahrain, Kuwait, Qatar and Oman), UAE, UK and
EU countries amounted to $499.65 million, $398.02 million, $315.37 million, $312.18
million, $118.57 million and $51.78 million, respectively as compared to $420.90
million, $294.99 million, $217.14 million, $237.39 million, $119.91 million and
$44.78 million, respectively in the July-September, 2007 period. Remittances received
from Norway, Switzerland, Australia, Canada, Japan and other countries during the
first three months of the current fiscal year 2008-09 amounted to $184.18 million as
against $165.51 million in the same period last year.

The monthly average remittances for the period July-September, 2008 comes
out to $626.62 million as compared to $500.42 million during the same corresponding
period of the last fiscal year, registering an increase of 25.22 percent.

The inflow of remittances into Pakistan from almost all countries of the world
increased last month as compared to September, 2007. According to the break up,
remittances from USA, Saudi Arabia, UAE, GCC countries (including Bahrain, Kuwait,
Qatar and Oman), UK and EU countries amounted to $179.81 million, $133.38
million, $110.73 million, $108.67 million, $43.75 million and $19.08 million,
respectively during September, 2008 as compared to the corresponding receipts from
the respective countries during September, 2007, i.e. $155.57 million, $92.59 million,
$80.51 million, $74.26 million, $37.10 million and $15.90 million. Remittances
received from Norway, Switzerland, Australia, Canada, Japan and other countries
during September, 2008 amounted to $64.88 million as compared to $59.91 million
during September, 2007.

KRRKKKKK
"
163,2008-07-16 00:00:00+00:00,"16"" July, 2008

Pakistan receives record $6.451 bin

workers’ remittances in FY08

Pakistan received the highest-ever amount of over $6.451 billion as workers’
remittances in the recently concluded 2007-08 fiscal year (FY08), beating the
previous record of $5.494 billion received in the preceding 2006-07 fiscal year
(FYO7).

In FYO8 workers’ remittances showed an increase of 17.43%, or $957.59
million, when compared with FY07.

The amount of $6.451 billion includes $2.40 million received through
encashment and profit earned on Foreign Exchange Bearer Certificates (FEBCs) and
Foreign Currency Bearer Certificates (FCBCs).

The monthly average remittances in the period from July 2007 to June 2008
comes out to $537.60 million as compared to $457.80 million during the same
corresponding period of the last fiscal year, registering an increase of 17.43 percent.

The inflow of remittances in the July 2007 to June 2008 period from USA,
Saudi Arabia, UAE, GCC countries (including Bahrain, Kuwait, Qatar and Oman), UK
and EU countries amounted to $1,762.03 million, $1,251.32 million, $1,090.30
million, $983.39 million, $458.87 million and $176.64 million respectively, as
compared to $1,459.64 million, $1,023.56 million, $866.49 million, $757.33 million,
$430.04 million and $149 million, respectively in the July 2006 to June 2007 period.
Remittances received from Norway, Switzerland, Australia, Canada, Japan and other
countries during FY08 amounted to $726.29 million as against $804.91 million in
FYO7.

During the last month (June 2008), Pakistani workers remitted an amount of
$547.41 million, up $41.86 million or 8.28% when compared with an amount of
$505.55 million sent home in June 2007.

The inflow of remittances into Pakistan from most of the countries of the
world increased last month as compared to June, 2007. According to the break up,
remittances from USA, Saudi Arabia, GCC countries (including Bahrain, Kuwait, Qatar
and Oman), UAE, UK and EU countries amounted to $143.57 million, $123.67 million,
$90.98 million, $88.29 million, $38.08 million and $13.98 million respectively, as
compared to corresponding receipts from the respective countries during June 2007
i.e. $140.17 million, $96.47 million, $68.16 million, $95.39 million, $37.45 million and
$12.47 million. Remittances received from Norway, Switzerland, Australia, Canada,
Japan and other countries during June, 2008 amounted to $48.80 million as
compared to $55.33 million during June, 2007.

8 2 2 2 2 2k ee 2 8 2 OK
"
164,2008-12-26 00:00:00+00:00,"December 22, 2008

State Bank urges banks to utilize
SBP financial inclusion initiatives

Mr Yaseen Anwar, Deputy Governor State Bank of Pakistan, today stressed upon all
commercial banks, microfinance banks and microfinance institutions to utilize State Bank’s
initiatives regarding agricultural, microfinance and SME financing to create an enabling
environment for financial inclusion of the rural population.

Speaking at Asia Pacific Rural And Agricultural Credit Association’s (APRACA) FinPower
Program on Rural Finance held at State Bank of Pakistan in Karachi, Mr Anwar said that banks
should undertake their best efforts to meet the maximum credit needs of the rural community.

“Innovations in product development and adoption of best practices are the need of the
hour that would assist in developing the rural economy, eradicating poverty and increasing
food security,” he added.

APRACA is a regional forum for sharing knowledge of international best practices of the
region in agri/rural finance. State Bank is a member of APRACA.

Highlighting State Bank’s initiatives to promote rural finance in the country, Mr Anwar
said that the State Bank has formulated a separate Development Finance Group to synergize all
rural finance activities vis. agriculture, SME and microfinance. In addition to this group, other
arms of SBP are contributing in aligning its policies to the initiatives and developments for
encouraging the banks to adopt development finance as a viable business, he added.

He said Agriculture lending has received a significant boost as the banks have met their
targets over the past 5 to 6 years and the agri. disbursement has increased to Rs 212 billion in
FY 2007-08 from Rs 39 billion in FY 1999-2000.

Under the new paradigm, SBP has taken several initiatives in the last 7 years which, inter
alia, include the induction of 14 domestic private banks in agricultural credit scheme, besides
the five big banks and two specialized banks viz. ZTBL & PPCBL, standardization of loan
documents and issuance of guidelines for livestock, fisheries, poultry & horticulture financing.
Further, to resolve the issue of the farmers for fresh documentation for input loans on each
crop loans, a Revolving Credit Scheme for three year credit limits with one time documentation
was introduced. To implement SBP’s initiatives at the regional level, separate Development
Finance Support Department and its units have been established at SBP-BSC.

He said to mitigate the risk of banks and the farming community against losses caused
by natural calamities, the SBP has developed a Crop Loan Insurance Framework with the help of
a Task Force comprising of representatives of banks, leading insurance companies, the farming
community and other stakeholders. Based on SBP’s framework, a mandatory crop loan
insurance scheme has been introduced from Rabi crop 2008-09 for major crops, viz. wheat,
cotton, rice, sugarcane and maize, he added.

“SBP is striving to establish a farmer-friendly market based financial sector in the
country to meet the increasing credit requirements of the agriculture sector,” he added.

Referring to microfinance sector, he said that the State Bank has developed a national
strategy to target 3 million microfinance clients by 2010 and 10 million by 2015. Currently,
MEBs and MFIs have an outreach of 1.8 million borrowers. SBP has identified three concurrent

1
"
165,2008-07-01 00:00:00+00:00,"July 1, 2008

Prime Minister Gilani vows to
restore macroeconomic stability

Prime Minister Syed Yousuf Raza Gilani today reiterated the Government’s
resolve to restore macroeconomic stability through proper coordination between the
monetary and fiscal authorities.

Inaugurating the one-day Development Finance Conference, organized by the
State Bank of Pakistan on the eve of its 60'"" Anniversary, at Learning Resource Centre,
SBP Karachi, Mr. Gilani said that the recently concluded 2007-08 fiscal year was ‘a
challenging economic year.’ He said that the country currently faces four major
economic challenges including a deceleration in economic growth, rising inflation,
instability in exchange rate and high fiscal and external account deficits, and added that
the Government is committed to address these challenges.

“High growth in macroeconomic imbalances testifies that the country was living
beyond its financial affordability,” Mr. Gilani said. “These challenges are daunting but
our resolve is equally stronger,” he said and added that he is confident that through
better coordination between fiscal and monetary authorities, the Government will
succeed in restoring financial stability in a reasonable time frame.

Mr. Gilani said that the Government aims to bring down fiscal deficit to 4.7% of
Gross Domestic Product in the current 2008-09 (FYO9) fiscal year from around 7.0% in
the last fiscal year. “The Government is aiming to contain fiscal deficit in the range of
3.0% to 3.5% of GDP in the medium term,” he said and added the Government also
intends to keep economic growth in the 6% to 7% range in the next five years.

“Our focus will be on quality of growth in agriculture, manufacturing and the
services sector,” he said and added that tackling energy crisis and overhauling of tax
policy and tax administration will be Government’s key policy objectives. He also said
that the Government will take all necessary measures to promote private sector
development, because the Government genuinely believes that the private sector is the
real engine of growth, and the main source of employment generation.

“The Government should not be in the business of running businesses,” he said
and added that the Government’s role should be to facilitate and create conducive
environment, where the private sector can play its role effectively “Private sector led
initiatives, together with an aggressive export drive will set the country, on a higher and
sustainable growth path,” Mr. Gilani added.

Talking about recently announced Federal Budget, the Prime Minister said that
his Government has scaled down and reoriented subsidies. Scaling down subsidies was
required to remain within the budget deficit of 4.7% and the reorientation is primarily to
provide a targeted subsidy that aims to provide relief to the poor, notwithstanding, over
40% of Government's fiscal deficit is on account of the subsidy bill, he added.
"
166,2008-03-13 00:00:00+00:00,"March 13, 2008

Good Corporate Governance vital to financial
system stability: Dr Akhtar

Dr Shamshad Akhtar, Governor State Bank of Pakistan has said good corporate
governance for the banking industry, with assets to GDP ratio of almost 59%, is critical
in ensuring solvency and stability of the country’s financial system and to provide
impetus to economic growth.

Delivering her keynote address on ‘Corporate Governance for Banks’ at a
convocation of the Institute of Bankers, Pakistan today at a local hotel in Lahore, she said
that the State Bank has been on the forefront in promoting good corporate governance in
the country as a regulator and supervisor of banks and DFIs.

“SBP has implemented a comprehensive corporate governance regime for banks,
which is driven by a robust legal and regulatory framework, risk-based supervision and
over-arching banking sector reforms, notably, privatization, liberalization and
consolidation of banks,” she said and added the major thrust of legal and regulatory
requirements is to strengthen the functioning of the Boards of Directors of banks.

Dr Akhtar said recently the State Bank has separated the positions of chairman
and CEO of banks and made it mandatory on banks to appoint on the Board at least 25%
independent directors and not more than two executive directors. SBP has also
strengthened the fit and proper criteria and approves appointment of directors and CEO
of banks in line with the criteria. Banks must also follow the fit and proper criteria in
appointing key executives although such appointments do not require SBP approval, she
added.

She said SBP has also issued guidelines on risk management, internal controls, IT
security and business continuity planning besides detailed instructions on policy
framework for banks, risk management framework including regulatory requirements that
check banks’ exposure to group companies and other related parties, restrict exposure to
single borrower, borrowing group or sector, as well as limit banks’ investments in equity
market.

While giving details about current regulatory requirements for banks, SBP
Governor said that the State Bank like other central banks is also steering the
implementation of Basel-II in a phased manner. Initially banks are required to adopt the
Standardized Approach for credit risk and the Basic Indicator/ Standardized Approach for
operational risk from 1st January 2008, she said and added, subsequently, once banks
improve their in house systems, they would have the option to switch over to more
advanced approaches from 1st January 2010 subject to the adequacy of capacities and
capabilities and its due diligence by SBP.

Dr Akhtar said as a further step to strengthen governance of banks, they are
required to undergo credit rating annually. The rating must be announced publicly and
disclosed in the financial statements of the bank, she said and added SBP also requires
banks to appoint auditors from a panel of pre-approved auditors maintained by it. “The
objective is to ensure credibility of audited financial statements of banks,” she added.
"
